category;type;naam_afgeleid;url;phone;email;opening_hours;cuisine;addr_street;addr_housenumber;addr_postcode;city;lat;lon;osm_layer;osm_id;osm_type_guess;osm_url;pakket;soort;tekst;categorie
vrije_tijd;Informatie;Van lege badkuip to natuurgebied;;;;;;;;;;508227376;5,69257E+15;points;8014839303;node;https://www.openstreetmap.org/node/8014839303;;;;
vrije_tijd;Informatie;Verhalen van vroeger en de geur van vlaai;;;;;;;;;;5,08224E+16;5,69397E+15;points;8014839304;node;https://www.openstreetmap.org/node/8014839304;;;;
vrije_tijd;Informatie;Hoeve Lichtenberg;;;;;;;;;;5,08266E+16;56868676;points;8017492521;node;https://www.openstreetmap.org/node/8017492521;;;;
vrije_tijd;Informatie;Zweven boven de groeve;;;;;;;;;;5,08266E+16;56865391;points;8017492522;node;https://www.openstreetmap.org/node/8017492522;;;;
vrije_tijd;Informatie;70 miljoen jaar in 1 maand;;;;;;;;;;508266489;5,68638E+15;points;8017492523;node;https://www.openstreetmap.org/node/8017492523;;;;
vrije_tijd;Informatie;Tikdreis door de groeve;;;;;;;;;;508263879;5,68647E+15;points;8017492537;node;https://www.openstreetmap.org/node/8017492537;;;;
vrije_tijd;Kunst en Cultuur;Kiekoet;;;;;;;;;;5,08307E+16;56834162;points;8017492576;node;https://www.openstreetmap.org/node/8017492576;;;;
vrije_tijd;Informatie;Zachtjes zweeft de uil voorbij;;;;;;;;;;5,08307E+16;5,68344E+15;points;8017492579;node;https://www.openstreetmap.org/node/8017492579;;;;
vrije_tijd;Informatie;Schrale rijdom;;;;;;;;;;508334574;56845524;points;8017512292;node;https://www.openstreetmap.org/node/8017512292;;;;
vrije_tijd;fitness_centre;Basic-Fit;;;;24/7;;Zuidsingel;8;5802EG;Venray;515194303;5,98029E+15;points;8018227812;node;https://www.openstreetmap.org/node/8018227812;;;;
vrije_tijd;Kunst en Cultuur;Huivende kinder;;;;;;;;;;508469629;56915803;points;8018333604;node;https://www.openstreetmap.org/node/8018333604;;;;
vrije_tijd;Kunst en Cultuur;S. Joseph ora pro nobis;;;;;;;;;;5,08477E+16;5,69342E+16;points;8018405921;node;https://www.openstreetmap.org/node/8018405921;;;;
vrije_tijd;Kunst en Cultuur;Jupiter;;;;;;;;;;5,08478E+16;56929144;points;8019019748;node;https://www.openstreetmap.org/node/8019019748;;;;
vrije_tijd;Informatie;Pons Mosae - Maasbrug;;;;;;;;;;508481644;56953617;points;8019058059;node;https://www.openstreetmap.org/node/8019058059;;;;
vrije_tijd;Attractie;Sint-Servaasbasiliek;;;;;;;;;;5,08486E+16;5,68689E+16;points;8019270140;node;https://www.openstreetmap.org/node/8019270140;;;;
vrije_tijd;Kunst en Cultuur;Monulphus on Gondulphus;;;;;;;;;;5,08485E+16;56867874;points;8019270155;node;https://www.openstreetmap.org/node/8019270155;;;;
logies;Chalet;Herberg de Bos;https://www.herbergdebos.nl/trekkershutten;;;;;;;;;512334649;6,06926E+15;points;8022712219;node;https://www.openstreetmap.org/node/8022712219;;;;Slapen
vrije_tijd;Kunst en Cultuur;Snor;;;;;;;;;;5,08558E+16;56938616;points;8022887397;node;https://www.openstreetmap.org/node/8022887397;;;;
vrije_tijd;Kunst en Cultuur;;http://wallpaintss.blogspot.com/2020/10/maastricht-netherlands.html;;;;;;;;;508558189;56942483;points;8023052208;node;https://www.openstreetmap.org/node/8023052208;;;;Bezoeken
horeca;fast_food;McDonald's;;;;;burger;Provincialeweg;9;5835CZ;Beugen;516664096;59447313;points;8079069666;node;https://www.openstreetmap.org/node/8079069666;;;;
horeca;Pub;Herberg de Grenssteen;;;;;;;;;;5,07551E+16;6,01997E+15;points;8119069289;node;https://www.openstreetmap.org/node/8119069289;;;;
vrije_tijd;Kunst en Cultuur;Zaerumsen Aezel;;;;;;;;;;514146828;60436186;points;8121742032;node;https://www.openstreetmap.org/node/8121742032;;;;
vrije_tijd;Attractie;IJskelder;;;;;;;;;;5,14704E+16;61909432;points;8132650004;node;https://www.openstreetmap.org/node/8132650004;;;;
vrije_tijd;Kunst en Cultuur;Wielermonument;https://www.wielermonument.nl;;;;;;;;;5,09479E+16;5,75756E+15;points;8167107178;node;https://www.openstreetmap.org/node/8167107178;;;;Bezoeken
horeca;Restaurant;'t Aod Kloaster;https://www.oud-klooster.nl;+31 475 204 312;info@oud-klooster.nl;;;Markt;6;6107AT;Stevensweert;511312779;5,84578E+16;points;8168376418;node;https://www.openstreetmap.org/node/8168376418;;;;Eten
horeca;fast_food;Friture Ritho;;+31 475 551 470;;;friture;Veldstraat Oost;2;6107AS;Stevensweert;511310337;58466411;points;8168376420;node;https://www.openstreetmap.org/node/8168376420;;;;
vrije_tijd;Informatie;Onderbegroeiing;;;;;;;;;;513042668;61480727;points;8169267816;node;https://www.openstreetmap.org/node/8169267816;;;;
vrije_tijd;Kunst en Cultuur;Kapelaan Berix;;;;;;;;;;509684764;5749162;points;8175800028;node;https://www.openstreetmap.org/node/8175800028;;;;
vrije_tijd;Informatie;Cannerberggroeve;;;;;;;;;;5,08169E+16;56663775;points;8206744458;node;https://www.openstreetmap.org/node/8206744458;;;;
horeca;fast_food;Bufkes;https://bufkes.nl;+31 475 123 456;;"Mo-Fr 09:30-20:00; Sa,Su 10:00-20:00";sandwich;;;;;512099581;60184819;points;8214198681;node;https://www.openstreetmap.org/node/8214198681;;;;Eten
horeca;Restaurant;De Twee Gezusters;https://detwee.gezusters.com/faciliteit/brasserie/;;;;;;;;;5,08867E+16;5,98092E+15;points;8262087013;node;https://www.openstreetmap.org/node/8262087013;;;;Eten
horeca;Restaurant;Gasterie De Bokkereyer;https://www.bokkereyer.nl/;;;;;Bergstraat;1;6174RN;Sweikhuizen;509515468;5,85523E+15;points;8271310791;node;https://www.openstreetmap.org/node/8271310791;;;;Eten
vrije_tijd;Informatie;Knotenpunkt 37;;;;;;;;;;5,07534E+16;60212528;points;8290364773;node;https://www.openstreetmap.org/node/8290364773;;;;
vrije_tijd;Informatie;Knooppunt 91;;;;;;;;;;5,07535E+16;60213899;points;8290364774;node;https://www.openstreetmap.org/node/8290364774;;;;
vrije_tijd;Informatie;Gemeinde Kelmis;;;;;;;;;;507530586;60218976;points;8290364775;node;https://www.openstreetmap.org/node/8290364775;;;;
horeca;fast_food;Doner Kebab;https://www.mcarthurglen.com/nl/outlets/nl/designer-outlet-roermond/eten-drinken/doner-kebab/;;;"Mo-Fr 10:00-20:30; Sa,Su 09:00-21:30";;;;;;5,11986E+16;5,98728E+15;points;8308283180;node;https://www.openstreetmap.org/node/8308283180;;;;Eten
horeca;fast_food;Pommes Frites;https://www.mcarthurglen.com/nl/designer-outlet-roermond/en/stores/pommes-frites/;+31 475 543 002;;"Mo-Fr 10:00-21:00; Sa-Su 09:00-21:00";chips;;;;;511985231;59872842;points;8308283182;node;https://www.openstreetmap.org/node/8308283182;;;;Eten
horeca;Restaurant;The Burger Federation;https://www.mcarthurglen.com/nl/outlets/nl/designer-outlet-roermond/eten-drinken/the-burger-federation/;;;;;Stadsweide;618;6041TP;Roermond;5,12015E+16;59856872;points;8322480925;node;https://www.openstreetmap.org/node/8322480925;;;;Eten
horeca;Restaurant;Wagamama;https://www.mcarthurglen.com/nl/outlets/nl/designer-outlet-roermond/eten-drinken/wagamama/;+31 475 769 187;;"Mo-Fr 10:00-20:30; Sa,Su 09:00-21:30";asian;Stadsweide;624;6041TP;Roermond;512013417;59854462;points;8322480944;node;https://www.openstreetmap.org/node/8322480944;;;;Eten
horeca;Restaurant;La Place;https://www.mcarthurglen.com/nl/outlets/nl/designer-outlet-roermond/eten-drinken/la-place/;+31 475 315 127;;"Mo-Fr 09:30-20:00; Sa,Su 08:30-21:00";;;;;;5,12015E+16;5,98538E+15;points;8324983009;node;https://www.openstreetmap.org/node/8324983009;;;;Eten
horeca;Pub;Het Veerhuis;;;;;;;;;;512292314;59884795;points;8325935319;node;https://www.openstreetmap.org/node/8325935319;;;;
vrije_tijd;Kunst en Cultuur;D'n Haan;;;;;;;;;;513663826;61718894;points;8390541831;node;https://www.openstreetmap.org/node/8390541831;;;;
vrije_tijd;Kunst en Cultuur;De monnik;;;;;;;;;;5,1486E+16;61633851;points;8443254711;node;https://www.openstreetmap.org/node/8443254711;;;;
vrije_tijd;Kunst en Cultuur;Die 2 Brüder;;;;;;;;;;513707718;61765065;points;8462432655;node;https://www.openstreetmap.org/node/8462432655;;;;
horeca;Cafe;Bistrobar-Roos;;;;;bistro;Schouwburgplein;5;5801BV;Venray;515248671;5,97452E+15;points;8493890841;node;https://www.openstreetmap.org/node/8493890841;;;;
vrije_tijd;Kunst en Cultuur;De Vreedzame Krijger;;;;;;;;;;5,13708E+16;6,16589E+15;points;8494517304;node;https://www.openstreetmap.org/node/8494517304;;;;
vrije_tijd;Kunst en Cultuur;Mariabeeld;;;;;;;;;;5,08536E+15;59522;points;8494615567;node;https://www.openstreetmap.org/node/8494615567;;;;
horeca;Restaurant;Arrosto;;;;12:00-22:00;italian;;;;;5,10818E+16;5,81136E+15;points;8527993107;node;https://www.openstreetmap.org/node/8527993107;;;;
vrije_tijd;Sportcentrum;Zwemcentrum In de Bende;https://www.indebende.nl/;;;;;In de Bende;1;6373XW;Landgraaf;5,09112E+16;60348657;points;8533386170;node;https://www.openstreetmap.org/node/8533386170;;;;Sporten
vrije_tijd;Kunst en Cultuur;Sint Barbara;;;;;;;;;;5,0906E+16;5,88391E+15;points;8544071046;node;https://www.openstreetmap.org/node/8544071046;;;;
vrije_tijd;Informatie;Cottessergroeve;;;;;;;;;;5,07587E+16;59377011;points;8562076298;node;https://www.openstreetmap.org/node/8562076298;;;;
horeca;Restaurant;Restaurant China;https://china-overloon.nl/;+31 478 641 902;;;"chinese;indian";Vierlingsbeekseweg;4;5825AW;Overloon;515706672;5,94829E+15;points;8569257653;node;https://www.openstreetmap.org/node/8569257653;;;;Eten
horeca;Cafe;Coffeelovers Roermond;;;;;coffee_shop;;;;;51192858;59907084;points;8571478016;node;https://www.openstreetmap.org/node/8571478016;;;;
horeca;Restaurant;Zena Grillroom Pizzeria;https://www.pizzeriagrillroomzena-stein.nl;+31 46 433 4365;;;pizza;Wilhelminaplein;16;6171EP;Stein;509710635;57605085;points;8595952336;node;https://www.openstreetmap.org/node/8595952336;;;;Eten
horeca;Pub;Cafe De Poart;https://cafedepoart.hyves.nl;+31 46 433 4130;;;;Wilhelminaplein;28;6171EP;Stein;5,09708E+16;57610994;points;8595954597;node;https://www.openstreetmap.org/node/8595954597;;;;Drinken
horeca;Restaurant;Herberg Stadt Stevenswaert;https://www.herberg-stevensweert.nl;+31 475 552 376;info@Herberg-Stevensweert.nl;;regional;Veldstraat Oost;1;6107AS;Stevensweert;5,11314E+16;5,84618E+15;points;8599192928;node;https://www.openstreetmap.org/node/8599192928;;;;Eten
horeca;Pub;Café Richter;;+31 475 551 229;;;;;;;;511311145;5,84639E+16;points;8599226591;node;https://www.openstreetmap.org/node/8599226591;;;;
vrije_tijd;Kunst en Cultuur;Heilig Hartbeeld;;;;;;;;;;508641482;5,83139E+15;points;8601237941;node;https://www.openstreetmap.org/node/8601237941;;;;
horeca;Restaurant;Bistro TWO;https://www.bistrotwo.nl;+31 475 791 182;;;international;;;;;5,11956E+16;5,9841E+16;points;8602971107;node;https://www.openstreetmap.org/node/8602971107;;;;Eten
horeca;fast_food;Cafetaria Hoogvonderen;;;;;ice_cream;Faunasingel;36;6043WR;Roermond;511891146;6,02274E+15;points;8622819717;node;https://www.openstreetmap.org/node/8622819717;;;;
horeca;Restaurant;Restaurant Petit Bonheur;https://www.petitbonheur.nl/;+31 43 321 5109;info@petitbonheur.nl;PH,Mo-Su 18:00-22:00;french;Achter de Molens;2;6211JC;Maastricht;508464966;56901962;points;8681225690;node;https://www.openstreetmap.org/node/8681225690;;;;Eten
horeca;Ijsje;De IJspoort;https://www.alpacamountain.nl/over-de-ijspoort/;+31 46 423 3022;;"We-Fr 13:00-21:00; Sa-Su 12:00-21:00";;;;;;5,09518E+16;5,85557E+16;points;8700630625;node;https://www.openstreetmap.org/node/8700630625;;;;Vertier
vrije_tijd;Kunst en Cultuur;Heilig Hartbeeld;;;;;;;;;;5,08605E+16;5,78394E+15;points;8728699013;node;https://www.openstreetmap.org/node/8728699013;;;;
horeca;Restaurant;Sushi Friture Wolder;http://sushifriturewolder.nl;+31 43 852 3686;;Tu-Su 16:00-21:30;"sushi;friture";;;;;508344947;56541154;points;8736059620;node;https://www.openstreetmap.org/node/8736059620;;;;Eten
vrije_tijd;Informatie;Wanderknotenpunkt 43 Venlo;;;;;;;;;;5,15016E+16;6,20221E+15;points;8736596668;node;https://www.openstreetmap.org/node/8736596668;;;;
horeca;Restaurant;Pizzeria PianoB;https://pizzeriapianob.com/;+31 6 15144232;;Tu-Su 16:00-22:00;;;;;;508461402;56865245;points;8742973231;node;https://www.openstreetmap.org/node/8742973231;;;;Eten
horeca;Ijsje;IJstoren;;;;;;;;;;515743747;60851249;points;8746081261;node;https://www.openstreetmap.org/node/8746081261;;;;
vrije_tijd;Theater;Nos Jungunt Rosae;;;;;;;;;;514692097;61617129;points;8756444025;node;https://www.openstreetmap.org/node/8756444025;;;;
vrije_tijd;Kunst en Cultuur;De Ritterbecher;;;;;;;;;;50827323;5,99314E+16;points;8756708183;node;https://www.openstreetmap.org/node/8756708183;;;;
vrije_tijd;Informatie;Obicht;;;;;;;;;;510285759;5,77175E+16;points;8772817962;node;https://www.openstreetmap.org/node/8772817962;;;;
logies;guest_house;Huize Mesch;;;;;;;;;;5,07651E+16;5,73458E+15;points;8814754017;node;https://www.openstreetmap.org/node/8814754017;;;;
vrije_tijd;Kunst en Cultuur;Orpheus;;;;;;;;;;508674071;60624728;points;8815143930;node;https://www.openstreetmap.org/node/8815143930;;;;
vrije_tijd;Informatie;Wandelroutes Gemeente Valkenburg;;;;;;;;;;508656598;58161063;points;8844200876;node;https://www.openstreetmap.org/node/8844200876;;;;
horeca;Cafe;Don's Dikke Daniker;https://www.donsdikkedaniker.nl/;;;"Tu-Th, Su 10:00-19:00; Fr, Sa 10:00-20:00";;Ten Eysden;1;6174SZ;Sweikhuizen;5,09596E+16;58416085;points;8848973698;node;https://www.openstreetmap.org/node/8848973698;;;;Drinken
vrije_tijd;Fietsverhuur;Park het Plateau;;;;;;;;;;5,09458E+16;5,99255E+15;points;8892380108;node;https://www.openstreetmap.org/node/8892380108;;;;
vrije_tijd;Informatie;MTB-routes Parkstad Limburg;;;;;;;;;;509459024;59930655;points;8892380114;node;https://www.openstreetmap.org/node/8892380114;;;;
logies;Appartement;Vakantiewoningen Thienen;https://wimmers.nl/;;;;;;;;;507841156;59260203;points;8910148351;node;https://www.openstreetmap.org/node/8910148351;;;;Slapen
vrije_tijd;Informatie;Vijlenerbossen;;;;;;;;;;5,07679E+16;59518547;points;8920543116;node;https://www.openstreetmap.org/node/8920543116;;;;
logies;Hotel;Hestia;https://www.hotelrestauranthestia.nl/;;;;;Diepstraat;7;6245BJ;Eijsden;507751862;5,70358E+15;points;8923334882;node;https://www.openstreetmap.org/node/8923334882;;;;Slapen
horeca;Cafe;De Greune Leuper;https://talentino.eu/greune-luiper;;;;;;;;;508485145;57117708;points;8931192135;node;https://www.openstreetmap.org/node/8931192135;;;;Drinken
horeca;Cafe;Bistrot On Top;https://bistrotontop.nl/;;;;;;;;;508479265;57098208;points;8931192136;node;https://www.openstreetmap.org/node/8931192136;;;;Drinken
horeca;Cafe;De Zeute Inval;https://www.zeuteinval.nl;+31 43 364 7922;;"Tu-Fr 09:00-18:00; Sa 09:00-17:00";;;;;;5,08857E+16;57540525;points;8938273963;node;https://www.openstreetmap.org/node/8938273963;;;;Drinken
horeca;fast_food;Snackbar;;;;"Mo,Fr 12:00-21:00; Tu-Th,Sa,Su 12:00-20:00";friture;;;;;5,12511E+16;5,6486E+16;points;8949420155;node;https://www.openstreetmap.org/node/8949420155;;;;
vrije_tijd;Miniature_golf;Adventure Golf;;;;;;;;;;507736765;6,00464E+15;points;8954148775;node;https://www.openstreetmap.org/node/8954148775;;;;
vrije_tijd;Fietsverhuur;Landal Hoog Vaals;;;;;;;;;;507742566;60039647;points;8954157180;node;https://www.openstreetmap.org/node/8954157180;;;;
vrije_tijd;Perspectief;Het glooiende Geuldal;;;;;;;;;;507649011;59406008;points;8955041333;node;https://www.openstreetmap.org/node/8955041333;;;;
vrije_tijd;Informatie;Het glooiende Geuldal;;;;;;;;;;507649294;5,9406E+16;points;8955041334;node;https://www.openstreetmap.org/node/8955041334;;;;
vrije_tijd;Kunst en Cultuur;Christoffel;;;;;;;;;;514863737;6,16588E+15;points;8977371721;node;https://www.openstreetmap.org/node/8977371721;;;;
horeca;fast_food;French Tacos;;;;;;;;;;513650962;6,17236E+15;points;8999390157;node;https://www.openstreetmap.org/node/8999390157;;;;
vrije_tijd;Attractie;Schmuggler im Wald;;;;;;;;;;5,07534E+16;6,02102E+16;points;9020239033;node;https://www.openstreetmap.org/node/9020239033;;;;
vrije_tijd;Informatie;Geologisch monument Heimansgroeve;;;;;;;;;;507627918;5,93078E+15;points;9020420189;node;https://www.openstreetmap.org/node/9020420189;;;;
horeca;Restaurant;Anni's Stube;;;;Fr-Su;german;;;;;5,12239E+16;6,02613E+16;points;9023266841;node;https://www.openstreetmap.org/node/9023266841;;;;
vrije_tijd;Kunst en Cultuur;Samen Werken;;;;;;;;;;5,13579E+16;6,04866E+16;points;9024525341;node;https://www.openstreetmap.org/node/9024525341;;;;
vrije_tijd;Kunst en Cultuur;Sint Ludwig;;;;;;;;;;5,11509E+16;6,14725E+15;points;9027355553;node;https://www.openstreetmap.org/node/9027355553;;;;
vrije_tijd;Attractie;Das Bodenfenster;;;;;;;;;;507630361;60201336;points;9034702682;node;https://www.openstreetmap.org/node/9034702682;;;;
vrije_tijd;Informatie;Mausoleum;;;;;;;;;;507658299;59948267;points;9044212246;node;https://www.openstreetmap.org/node/9044212246;;;;
vrije_tijd;Informatie;Fruitboomgaard;;;;;;;;;;5,07658E+16;59949127;points;9044212248;node;https://www.openstreetmap.org/node/9044212248;;;;
vrije_tijd;Kunst en Cultuur;Sluimer;;;;;;;;;;507668096;5,98309E+15;points;9049127846;node;https://www.openstreetmap.org/node/9049127846;;;;
vrije_tijd;Attractie;Darwin nandoe, Reuzenmiereneter;;;;;;;;;;515765718;5,94155E+16;points;9060118348;node;https://www.openstreetmap.org/node/9060118348;;;;
vrije_tijd;Attractie;Kroeskoppelikaan;;;;;;;;;;5,15765E+16;5939026;points;9060118376;node;https://www.openstreetmap.org/node/9060118376;;;;
vrije_tijd;Attractie;Kameel;;;;;;;;;;5,15794E+16;59350724;points;9060118380;node;https://www.openstreetmap.org/node/9060118380;;;;
vrije_tijd;Attractie;Mhorr gazelle, Struisvogel;;;;;;;;;;515766222;5,93483E+15;points;9060118382;node;https://www.openstreetmap.org/node/9060118382;;;;
vrije_tijd;Attractie;Cheetah;;;;;;;;;;515768533;59355209;points;9060118383;node;https://www.openstreetmap.org/node/9060118383;;;;
vrije_tijd;Attractie;Witkopgier, Kroonkraanvogel, Hamerkop;;;;;;;;;;5,1577E+16;59346565;points;9060118384;node;https://www.openstreetmap.org/node/9060118384;;;;
vrije_tijd;Attractie;Netgiraffe, Brazzameerkat, Zeboe;;;;;;;;;;5,15777E+16;5,93539E+16;points;9060118385;node;https://www.openstreetmap.org/node/9060118385;;;;
vrije_tijd;Attractie;Afrikaanse leeuw;;;;;;;;;;5,15786E+16;59356548;points;9060118390;node;https://www.openstreetmap.org/node/9060118390;;;;
vrije_tijd;Attractie;Fossa;;;;;;;;;;515771747;5,93619E+15;points;9060118391;node;https://www.openstreetmap.org/node/9060118391;;;;
vrije_tijd;Attractie;Alaotra bamboemaki;;;;;;;;;;515774248;59368412;points;9060118392;node;https://www.openstreetmap.org/node/9060118392;;;;
vrije_tijd;Attractie;Ringstaartmaki, Rode vari, Landschildpadden;;;;;;;;;;5,15776E+16;59367615;points;9060118393;node;https://www.openstreetmap.org/node/9060118393;;;;
vrije_tijd;Attractie;Amoertijger;;;;;;;;;;5,15785E+16;59365702;points;9060118395;node;https://www.openstreetmap.org/node/9060118395;;;;
vrije_tijd;Attractie;Vicuna;;;;;;;;;;515775312;5,93779E+15;points;9060118396;node;https://www.openstreetmap.org/node/9060118396;;;;
vrije_tijd;Attractie;Rode neusbeer;;;;;;;;;;515772811;59376376;points;9060118398;node;https://www.openstreetmap.org/node/9060118398;;;;
vrije_tijd;Attractie;Zwarte slingeraap;;;;;;;;;;51576587;5,93793E+15;points;9060118404;node;https://www.openstreetmap.org/node/9060118404;;;;
vrije_tijd;Attractie;Geelborstkapucijnaap;;;;;;;;;;515766798;5,93849E+16;points;9060118405;node;https://www.openstreetmap.org/node/9060118405;;;;
vrije_tijd;Attractie;Zuid-Amerikaanse tapir, Capibara;;;;;;;;;;515774806;5,93819E+16;points;9060118407;node;https://www.openstreetmap.org/node/9060118407;;;;
vrije_tijd;Attractie;Dromedaris;;;;;;;;;;5,15768E+16;59392749;points;9060118408;node;https://www.openstreetmap.org/node/9060118408;;;;
vrije_tijd;Attractie;Rode reuzenkangoeroe, Bennett wallaby, Moeraswallaby;;;;;;;;;;5,15776E+16;5939274;points;9060122990;node;https://www.openstreetmap.org/node/9060122990;;;;
horeca;Restaurant;Headquarter;https://www.zooparc.nl/park/voorzieningen/eten-en-drinken/headquarter;;;;;;;;;515773681;5,94088E+16;points;9060122993;node;https://www.openstreetmap.org/node/9060122993;;;;Eten
horeca;Restaurant;Basecamp;https://www.zooparc.nl/park/voorzieningen/eten-en-drinken/basecamp;;;;;;;;;5,15781E+16;59362046;points;9060256008;node;https://www.openstreetmap.org/node/9060256008;;;;Eten
vrije_tijd;Dierentuin;Kinderboerderij;;;;Mo-Su,PH 09:00-16:00;;;;;;5,16736E+16;59984602;points;9061938257;node;https://www.openstreetmap.org/node/9061938257;;;;
horeca;Cafe;Fien Fleur boerderijbistro;;;;;;;;;;5,08398E+16;5,93473E+15;points;9061967041;node;https://www.openstreetmap.org/node/9061967041;;;;
horeca;fast_food;Subway;;;;;sandwich;Brusselsepoort;6;6216CE;Maastricht;508507973;56670267;points;9062962753;node;https://www.openstreetmap.org/node/9062962753;;;;
horeca;Restaurant;Evergreenz;;;;;;;;;;5,16744E+16;5,99684E+16;points;9063739401;node;https://www.openstreetmap.org/node/9063739401;;;;
horeca;Restaurant;Fuego;;;;;;;;;;5,16747E+16;5,99654E+15;points;9063739403;node;https://www.openstreetmap.org/node/9063739403;;;;
logies;guest_house;Rozemarijn;;;;;;;;;;508514379;57298304;points;9064511489;node;https://www.openstreetmap.org/node/9064511489;;;;
vrije_tijd;Kunst en Cultuur;De Maaspoort;https://www.desireetonnaer.com/work/vestingpoorten-stevensweert/;;;;;;;;;5,11317E+16;5,84331E+15;points;9067699189;node;https://www.openstreetmap.org/node/9067699189;;;;Bezoeken
vrije_tijd;Kunst en Cultuur;De Veldpoort;https://www.desireetonnaer.com/work/vestingpoorten-stevensweert/;;;;;;;;;5,11308E+16;5,84756E+15;points;9067699190;node;https://www.openstreetmap.org/node/9067699190;;;;Bezoeken
vrije_tijd;Informatie;Knotenpunkt 91;;;;;;;;;;507535174;60213587;points;9073519474;node;https://www.openstreetmap.org/node/9073519474;;;;
horeca;Cafe;Grand Café;;;;;;;;;;516744982;5,99663E+15;points;9081825367;node;https://www.openstreetmap.org/node/9081825367;;;;
vrije_tijd;Kunst en Cultuur;Frenske van de Kwartelemert;;;;;;;;;;514136407;6,16278E+15;points;9089043598;node;https://www.openstreetmap.org/node/9089043598;;;;
horeca;Cafe;Theetuin Bij ons;https://www.facebook.com/Theetuin-Bij-ons-104815981767929/;+31 6 54772998;;"Fr, Sa 12:00-18:00; Su 11:00-17:00";;Everdineweerd;27;5433KH;Katwijk NB;5,1753E+16;58707066;points;9103045430;node;https://www.openstreetmap.org/node/9103045430;;;;Drinken
vrije_tijd;Attractie;;https://www.elsloo.info/toerisme/3242-struinen-langs-maaskeien-met-een-verhaal-wandelroute;;;;;;;;;509736309;57355147;points;9107739567;node;https://www.openstreetmap.org/node/9107739567;;;;Vertier
vrije_tijd;Informatie;Bie de dam;https://www.elsloo.info/toerisme/3242-struinen-langs-maaskeien-met-een-verhaal-wandelroute;;;;;;;;;5,09663E+16;57293921;points;9107739569;node;https://www.openstreetmap.org/node/9107739569;;;;Information
vrije_tijd;Informatie;Klauwenpad;https://www.elsloo.info/toerisme/3242-struinen-langs-maaskeien-met-een-verhaal-wandelroute;;;;;;;;;509642872;5,72678E+15;points;9107739570;node;https://www.openstreetmap.org/node/9107739570;;;;Information
vrije_tijd;Informatie;Klauwenpad;https://www.elsloo.info/toerisme/3242-struinen-langs-maaskeien-met-een-verhaal-wandelroute;;;;;;;;;509635831;57264393;points;9107739571;node;https://www.openstreetmap.org/node/9107739571;;;;Information
vrije_tijd;Informatie;Dikke eik;;;;;;;;;;509625088;57265473;points;9107739572;node;https://www.openstreetmap.org/node/9107739572;;;;
vrije_tijd;Informatie;Klauwenpad;https://www.elsloo.info/toerisme/3242-struinen-langs-maaskeien-met-een-verhaal-wandelroute;;;;;;;;;5,09609E+16;57290446;points;9107739573;node;https://www.openstreetmap.org/node/9107739573;;;;Information
vrije_tijd;Informatie;Klauwenpad;https://www.elsloo.info/toerisme/3242-struinen-langs-maaskeien-met-een-verhaal-wandelroute;;;;;;;;;5,09586E+15;5,73235E+15;points;9107739574;node;https://www.openstreetmap.org/node/9107739574;;;;Information
vrije_tijd;Informatie;Klauwenpad;https://www.elsloo.info/toerisme/3242-struinen-langs-maaskeien-met-een-verhaal-wandelroute;;;;;;;;;5,09737E+16;57355311;points;9120818441;node;https://www.openstreetmap.org/node/9120818441;;;;Information
vrije_tijd;Informatie;Klauwenpad;https://www.elsloo.info/toerisme/3242-struinen-langs-maaskeien-met-een-verhaal-wandelroute;;;;;;;;;5,0968E+16;5,73184E+15;points;9120821395;node;https://www.openstreetmap.org/node/9120821395;;;;Information
vrije_tijd;Informatie;Oude Broekgraaf;;;;;;;;;;509289226;5,73449E+16;points;9123148114;node;https://www.openstreetmap.org/node/9123148114;;;;
vrije_tijd;Informatie;Geulle aan de Maas;;;;;;;;;;509284236;5733981;points;9123148116;node;https://www.openstreetmap.org/node/9123148116;;;;
vrije_tijd;Informatie;"Losplaats ""Bie de bel""";;;;;;;;;;5,09577E+16;5,73467E+15;points;9123289634;node;https://www.openstreetmap.org/node/9123289634;;;;
vrije_tijd;Informatie;Wandelroutes Stein / Meers;;;;;;;;;;5,0959E+16;57385279;points;9123289858;node;https://www.openstreetmap.org/node/9123289858;;;;
vrije_tijd;Informatie;De magische Maasvallei;;;;;;;;;;509584491;5,73504E+15;points;9123290819;node;https://www.openstreetmap.org/node/9123290819;;;;
horeca;Cafe;Ut Bakkes Maasbendj;;;;Fr-Su 10:30-17:30;;;;;;509767839;5,7396E+15;points;9124976119;node;https://www.openstreetmap.org/node/9124976119;;;;
vrije_tijd;Informatie;De laatste veerman;;;;;;;;;;5,09766E+16;57367143;points;9124976123;node;https://www.openstreetmap.org/node/9124976123;;;;
vrije_tijd;Informatie;Van gebed naar kunst;;;;;;;;;;5,099E+16;57625209;points;9125060128;node;https://www.openstreetmap.org/node/9125060128;;;;
vrije_tijd;Informatie;Kademuur;;;;;;;;;;509924535;57635237;points;9125060219;node;https://www.openstreetmap.org/node/9125060219;;;;
vrije_tijd;Kunst en Cultuur;De Köls;;;;;;;;;;5,12633E+16;5,9227E+15;points;9130685703;node;https://www.openstreetmap.org/node/9130685703;;;;
vrije_tijd;Kunst en Cultuur;9 van 10;;;;;;;;;;510285595;57717652;points;9131615186;node;https://www.openstreetmap.org/node/9131615186;;;;
